point_id,sex,age,age.group,dob,lat,long,region,bread,furniture,footwear,clothing,meal,group,frozen,prank,gum,walkway,foot.cut,class.farce,for.more,sauce.source,one.gone,book.spook,fur.bear,pour.poor,eight.ate,singer.finger,mute.moot,spa.spar,thin.fin,give.it.me,I.done.it,look.at.them,things.what,not.got.it,you.was,neither.me
3776,female,34,21 to 40,1982,53.9696425039665,-1.5265299223978712,Yorkshire and The Humber,bun,"settee, sofa",NA,trousers,tea,NA,NA,NA,(chewing) gum,"alley(way), ginnel",rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,b,NA,NA,b,b,b,d
3777,female,37,21 to 40,1979,51.53848709184827,0.7331772417514952,East of England,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,b,a,b,d
3778,male,67,61 to 80,1947,51.44698464106833,-0.9400645347388701,South East,roll,couch,NA,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,rhyme,same,same,don't rhyme,same,same,different,c,c,NA,b,NA,a,NA
3779,female,18,< 20,1996,51.46388705174047,-0.9737875210273519,South East,roll,sofa,NA,trousers,dinner,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,a,NA,d,NA,b,NA
3780,male,24,21 to 40,1990,51.4560175229476,-0.9739760395176744,South East,"bap, bun, roll","couch, settee, sofa",NA,trousers,"dinner, tea",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,b,NA,b,NA
3781,male,56,41 to 60,1960,54.44373610257206,-0.9944687349045619,Yorkshire and The Humber,bun,couch,NA,pants,tea,NA,NA,NA,(chewing) gum,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,different,same,rhyme,NA,same,different,a,NA,NA,a,a,a,c
3782,female,43,41 to 60,1973,53.76743214787428,-2.1187750297026917,Yorkshire and The Humber,tea cake,sofa,NA,trousers,supper,NA,NA,NA,chuddy,ginnel,don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,b
3783,male,20,< 20,1994,51.45648962398095,-0.8381288542852054,South East,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,c,NA,c,NA,c,NA
3784,female,22,21 to 40,1992,51.52408471569409,-0.8353389251422916,South East,"bun, roll","couch, sofa",NA,trousers,"dinner, supper, tea","you, you all",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,c,NA,c,NA,c,NA
3785,male,17,< 20,1997,51.400760422397546,-0.7382333787028705,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,d,NA,d,NA,d,NA
3786,female,31,21 to 40,1983,51.379137911453284,-1.458561597432465,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,d,NA
3787,female,46,41 to 60,1970,51.35332061395695,-0.059944296710009934,London,roll,sofa,NA,trousers,tea,NA,NA,NA,chuddy,ginnel,don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,d,b,b,d
3788,male,21,21 to 40,1993,51.47822622980034,-1.1931386307550675,South East,"bap, roll",settee,NA,trousers,supper,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,same,c,a,NA,a,NA,b,NA
3789,female,47,41 to 60,1969,53.73943503939879,-2.720832833389081,North West,"bap, barm, roll",sofa,NA,trousers,tea,NA,NA,NA,chewy,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,a,a,b,d
3790,female,39,21 to 40,1977,51.277752600045275,-0.3597565391990811,South East,"bap, roll","couch, settee, sofa",NA,"pants, trousers",dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,a,NA,NA,c,a,c,e
3791,female,13,< 20,2001,51.45033232097437,-1.2495743986243608,South East,roll,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,a,NA,c,NA,c,NA
3792,male,17,< 20,1997,51.416401353212336,-1.2518639395439122,South East,bun,sofa,NA,trousers,"dinner, supper",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,same,d,d,NA,d,NA,e,NA
3793,male,52,41 to 60,1962,51.352327570789264,-1.2352041002572873,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,d,NA,c,NA,d,NA
3794,male,21,21 to 40,1993,51.43586070732604,-0.9570509858235297,South East,"bap, bun, roll",sofa,NA,trousers,"dinner, tea",you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,rhyme,different,same,different,e,e,NA,e,NA,e,NA
3795,male,39,21 to 40,1975,51.387521711707485,-0.9289490603559529,South East,roll,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,c,NA,c,NA,b,NA
3796,female,19,< 20,1995,51.351199415661,-1.2715080025499104,South East,roll,sofa,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,d,c,NA,c,NA,c,NA
3797,male,21,21 to 40,1995,53.331316027370995,-2.418600577755408,North West,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,d,a,d,d
3798,female,20,< 20,1996,54.29256014451942,-0.5266446041184247,Yorkshire and The Humber,"bun, roll",sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,c,b,c,e
3799,male,19,< 20,1995,51.26644574936324,-1.0738600347739826,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,a,NA,d,NA,a,NA
3800,female,60,41 to 60,1954,51.2716997988907,-1.0738941374161224,South East,bap,settee,NA,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,c,NA,d,NA,d,NA
3801,female,17,< 20,1999,51.62780074907612,-0.11342374697734839,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,d,a,d,d
3802,female,53,41 to 60,1961,51.27725478553606,-1.0790838247046468,South East,roll,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,don't rhyme,same,different,don't rhyme,different,same,different,d,b,NA,b,NA,b,NA
3803,female,55,41 to 60,1959,51.27159289784588,-1.1000865706609648,South East,"bap, roll",sofa,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,d,NA
3804,female,19,< 20,1997,50.80794807165876,-1.0454433863141728,South East,"bap, roll",sofa,NA,"pants, trousers","dinner, tea",NA,NA,NA,"(chewing) gum, chewy, chud, chuddy","alley(way), ginnel",don't rhyme,rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,c,a,c,c
3805,female,51,41 to 60,1963,51.220782893878365,-1.1401199330997758,South East,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,d,NA,d,NA,d,NA
3806,male,24,21 to 40,1992,50.39497157500129,-3.5540130022493477,South West,bun,"couch, settee, sofa",NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,"alley(way), ginnel",rhyme,don't rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,different,don't rhyme,NA,different,different,c,NA,NA,e,b,e,e
3807,female,52,41 to 60,1964,51.59349665127311,-0.11796641910855316,London,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,d,d,a,e
3808,female,46,41 to 60,1968,51.287373282609636,-1.2208917562582915,South East,roll,settee,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,b,NA,b,NA,b,NA
3809,female,19,< 20,1997,51.446237826401585,-0.04667665659262045,London,roll,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,different,different,c,NA,NA,d,b,c,e
3810,male,20,< 20,1996,51.965903428573775,1.2994744148727693,East of England,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,NA,same,different,c,NA,NA,c,a,c,c
3811,female,18,< 20,1996,51.45160459461146,-1.0029950772271532,South East,roll,sofa,NA,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,different,same,c,b,NA,b,NA,c,NA
3812,male,19,< 20,1995,51.40541632869194,-1.0544398069781116,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,d,NA,d,NA,d,NA
3813,male,29,21 to 40,1987,51.715981788211174,0.5066372044064917,East of England,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,d,NA,NA,e,a,b,d
3814,female,39,21 to 40,1975,51.436074676597755,-1.0274481031718425,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,d,NA
3815,male,37,21 to 40,1977,51.47238961196458,-1.0268666638189434,South East,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,c,NA,c,NA,d,NA
3816,male,19,< 20,1997,51.601731042925785,-0.1106381956063397,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,e,a,e,d
3817,male,19,< 20,1997,51.666874859216136,-0.06622656204597278,London,bap,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,b,b,b,e
3818,female,22,21 to 40,1992,51.38322719817032,-0.7929183445260866,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,a,NA,a,NA,b,NA
3819,male,53,41 to 60,1963,51.626472583969736,-0.05142334960053734,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,b,b,b
3820,female,28,21 to 40,1986,51.3973003887921,-0.8745431954735559,South East,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,c,NA,c,NA,c,NA
3821,female,20,< 20,1996,51.652209627492084,-0.03307867143281225,London,"bun, roll",settee,NA,trousers,dinner,NA,NA,NA,"(chewing) gum, chewy",alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,c,NA,NA,b,c,b,d
3822,male,19,< 20,1995,51.44716396657725,-0.735469333351893,South East,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,e,a,NA,d,NA,c,NA
3823,male,20,< 20,1996,52.070865277681655,1.153354666139922,East of England,bap,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,b,d,d,d
3824,male,33,21 to 40,1981,51.361831629046335,-0.7670474754820293,South East,bun,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,b,NA,b,NA
3825,female,19,< 20,1997,51.56533224119746,-0.08513296289667535,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,c,a,e,e
3826,female,43,41 to 60,1971,51.4530181754723,-0.9057588076870651,South East,"bap, roll",sofa,NA,trousers,"dinner, tea",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,b,b,NA,a,NA,b,NA
3827,female,29,21 to 40,1985,51.4571981710395,-0.932621897391986,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,c,NA,d,NA,d,NA
3828,male,52,41 to 60,1962,51.422899947406876,-0.9192049252901563,South East,bap,sofa,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
3829,female,20,< 20,1996,52.50617584322517,-1.3493440007546043,East Midlands,cob,sofa,NA,trousers,dinner,NA,NA,NA,chewy,jitty,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,d,a,c,d
3830,female,19,< 20,1995,51.46333165574307,-0.9304041205410154,South East,"bap, bun, roll","settee, sofa",NA,trousers,"dinner, tea",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,c,NA,c,NA
3831,male,29,21 to 40,1985,51.38835075154337,-0.9983157695007184,South East,"bap, roll","couch, sofa",NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,c,NA,c,NA,c,NA
3832,male,21,21 to 40,1995,51.70622882621732,-0.9108210424090553,South East,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,d,c,c,d
3833,female,21,21 to 40,1995,51.668894275059266,-0.04721215466006084,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,d,NA,NA,a,d,a,d
3834,female,52,41 to 60,1962,51.48847092597986,-1.0482724279188096,South East,bap,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,same,c,c,NA,c,NA,c,NA
3835,female,41,41 to 60,1973,51.606326337481526,-0.9599101084249422,South East,roll,sofa,NA,trousers,"dinner, supper",you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
3836,female,18,< 20,1998,51.67942290536808,-0.03845914031961643,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,d,NA,NA,b,b,a,d
3837,female,18,< 20,1998,51.65119799541207,-0.03127584033469425,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,b,NA,NA,d,a,a,d
3838,female,18,< 20,1996,51.246089265309706,-0.1434455154483973,South East,roll,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,different,d,c,NA,c,NA,b,NA
3839,female,20,< 20,1996,51.29426586628691,-1.2716463727339442,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,don't rhyme,NA,different,same,b,NA,NA,b,b,b,b
3840,male,58,41 to 60,1956,51.19816226673943,-0.15577208986744823,South East,bun,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,don't rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,b,c,NA,c,NA,c,NA
3841,female,22,21 to 40,1994,52.90098468754439,-2.093831929308283,West Midlands,bap,settee,NA,trousers,dinner,NA,NA,NA,chud,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,e
3842,female,21,21 to 40,1995,51.70168659810222,-1.8156886151087903,South West,bun,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,d,a,d,d
3843,female,19,< 20,1997,53.700784614860645,-2.6747781257768324,North West,bun,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,a,a,a,b
3844,male,24,21 to 40,1990,51.129206216787686,-0.1501188127303763,South East,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,a,NA,c,NA
3845,male,19,< 20,1995,51.121495853481456,-0.06116288682356372,South East,bun,"settee, sofa",NA,trousers,"dinner, supper, tea",you all,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,d,NA,c,NA,d,NA
3846,female,19,< 20,1997,52.52706399736817,-1.821867660020582,West Midlands,cob,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,gully,don't rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,b,d
3847,male,22,21 to 40,1992,51.12163017792414,-0.08049973701848051,South East,"bap, roll","couch, settee, sofa",NA,trousers,"dinner, tea","you, you guys",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,d,c,NA,d,NA,d,NA
3848,female,29,21 to 40,1985,51.11552221663263,-0.22519420860844527,South East,bap,sofa,NA,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,b,NA,a,NA,a,NA
3849,male,19,< 20,1997,53.38306876760818,-1.3310992170169,Yorkshire and The Humber,bun,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,gennel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,b,e
3850,male,19,< 20,1997,53.6453019092439,-2.6493299769155354,North West,barm,settee,NA,"pants, trousers","dinner, supper, tea",NA,NA,NA,"(chewing) gum, chewy, chuddy, speg/spiggy","alley(way), ginnel",rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,rhyme,different,same,rhyme,NA,same,different,a,NA,NA,b,a,b,c
3851,female,29,21 to 40,1985,51.104797512650215,-0.4350096129367628,South East,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,c,NA,c,NA,c,NA
3852,male,20,< 20,1994,51.08278156479414,-0.2906548960913248,South East,"bap, bun, roll","couch, sofa, other (ass pounder)",NA,"trousers, other (jeans)",other (breakfast),other (yo bitches),NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,same,e,b,NA,a,NA,b,NA
3853,female,34,21 to 40,1982,52.051823299514474,1.1880440742219498,East of England,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,d,NA,NA,b,a,c,a
3854,male,20,< 20,1994,51.03666301369583,-0.24043372655231074,South East,roll,sofa,NA,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,e,NA,d,NA
3855,female,41,41 to 60,1973,51.07011347373418,-0.40953378016183906,South East,bap,settee,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,same,c,c,NA,c,NA,c,NA
3856,female,66,61 to 80,1950,52.17474631040082,-1.2360692048969526,East Midlands,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,b,NA,NA,a,b,a,b
3857,female,43,41 to 60,1973,54.05831197003485,-1.6201229111881827,Yorkshire and The Humber,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,snicket,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,rhyme,NA,same,different,b,NA,NA,b,a,b,e
3858,female,19,< 20,1995,51.07954494480515,-0.4022501609547533,South East,"bap, bun",sofa,NA,trousers,"dinner, tea","you, you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,c,NA,c,NA,c,NA
3859,female,36,21 to 40,1980,52.47809284259614,-1.4386434670761301,West Midlands,batch,sofa,NA,trousers,tea,NA,NA,NA,chuddy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,b,e
3860,male,20,< 20,1994,51.013987008681234,-0.46592154993155793,South East,bun,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,b,NA,b,NA,a,NA
3861,female,19,< 20,1997,51.169040477025895,-0.2913380140255202,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,different,same,rhyme,NA,different,different,d,NA,NA,d,c,d,e
3862,male,21,21 to 40,1995,53.57139435863104,-3.030988602773016,North West,bap,sofa,NA,pants,tea,NA,NA,NA,chewy,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,c,a,c,e
3863,female,42,41 to 60,1974,53.56293345369623,-1.2482661150079866,Yorkshire and The Humber,roll,"settee, sofa",NA,trousers,tea,NA,NA,NA,"(chewing) gum, chewy","alley(way), ginnel",rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,b,d,b,d
3864,female,18,< 20,1996,50.95132510502682,-0.136221067492223,South East,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,d,NA,d,NA,c,NA
3865,female,38,21 to 40,1978,52.07282090720493,1.3099624070899432,East of England,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,a,NA,NA,a,a,a,a
3866,male,33,21 to 40,1983,53.74446132254329,-1.250808731813168,Yorkshire and The Humber,bap,sofa,NA,trousers,tea,NA,NA,NA,chuddy,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,a,b,c
3867,female,37,21 to 40,1979,52.936865119398924,-1.4669832353318382,East Midlands,roll,sofa,NA,trousers,tea,NA,NA,NA,other (chungy),ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,b,b,d
